W_TS,W_TP,W_PR,W_HU,W_WS,W_WD,W_IC,P_AQIUS,P_MAINUS,P_AQICN,P_MAINCN,WAKTU
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:23:30.783786
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:28:31.022105
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:33:31.332333
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:38:31.591314
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 06:18:33.982394
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:48:32.128426
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:53:32.639853
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:58:32.883831
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 06:03:33.181590
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 06:08:33.422372
2017-03-20T22:00:00.000Z,24,1009,100,1,260,50n,61,p2,24,p2,3/21/2017 05:43:31.891215
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 05:18:30.464483
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 05:13:30.218381
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:43:28.352576
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:38:27.935882
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:33:27.687732
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:28:27.353825
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:23:27.094349
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 05:08:29.899003
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 05:03:29.650923
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:58:29.344148
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:53:29.092705
2017-03-20T21:00:00.000Z,25,1008,100,1,260,50n,81,p2,38,p2,3/21/2017 04:48:28.586655
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:33:24.017956
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:38:24.257205
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:43:24.563422
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:48:24.803336
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:53:25.334027
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:58:25.573452
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 04:03:25.890724
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 04:08:26.161612
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 04:13:26.524220
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 04:18:26.787393
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:23:23.481755
2017-03-20T20:00:00.000Z,25,1009,100,0,290,50n,69,p2,29,p2,3/21/2017 03:28:23.715467
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 03:13:22.905922
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 03:08:22.596947
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 03:03:22.349061
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:58:22.039634
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:53:21.808501
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 03:18:23.143261
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:43:21.044629
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:38:20.736989
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:33:20.500207
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:28:20.194888
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:23:19.955865
2017-03-20T19:00:00.000Z,25,1009,100,1,280,50n,76,p2,34,p2,3/21/2017 02:48:21.285038
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 02:18:19.647885
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 02:13:19.404484
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 02:08:19.091947
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 02:03:18.855400
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:58:18.529064
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:53:18.279957
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:48:17.728342
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:43:17.490556
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:38:17.180660
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:33:16.945701
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:23:16.400859
2017-03-20T18:00:00.000Z,26,1010,94,2,270,50n,80,p2,37,p2,3/21/2017 01:28:16.634931
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 01:08:15.545606
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 01:13:15.852245
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 01:18:16.094299
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:23:12.901205
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:28:13.143139
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:33:13.447363
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:38:13.682038
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:43:13.990337
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:48:14.237783
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:53:14.748448
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 00:58:15.003831
2017-03-20T17:00:00.000Z,26,1010,94,1,,03n,83,p2,39,p2,3/21/2017 01:03:15.304781
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:23:09.359393
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:28:09.596678
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:33:09.900352
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:38:10.136675
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:43:10.442483
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/21/2017 00:18:12.601550
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:53:11.230536
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:58:11.473859
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/21/2017 00:03:11.788355
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/21/2017 00:08:12.036287
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/21/2017 00:13:12.353836
2017-03-20T16:00:00.000Z,26,1011,94,1,310,03n,57,p2,21,p2,3/20/2017 23:48:10.700653
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:23:05.778173
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:28:06.012655
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:33:06.316465
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:38:06.666916
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:43:06.968520
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 23:18:09.059567
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:53:07.729546
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:58:07.973756
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 23:03:08.280142
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 23:08:08.516465
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 23:13:08.824000
2017-03-20T15:00:00.000Z,26,1010,94,1,320,03n,65,p2,27,p2,3/20/2017 22:48:07.206390
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,26,p2,3/20/2017 21:23:01.516306
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,26,p2,3/20/2017 21:28:01.843074
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,26,p2,3/20/2017 21:33:02.101443
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,26,p2,3/20/2017 21:38:02.401650
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,26,p2,3/20/2017 21:43:02.649243
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 22:18:05.235255
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 21:53:03.785722
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 21:58:04.091573
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 22:03:04.342906
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 22:08:04.692694
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 22:13:04.993017
2017-03-20T14:00:00.000Z,26,1010,94,1,300,03n,63,p2,39,p1,3/20/2017 21:48:02.953349
2017-03-20T13:00:00.000Z,27,1009,88,1,,03n,75,p2,34,p2,3/20/2017 21:03:00.259616
2017-03-20T13:00:00.000Z,27,1009,88,1,,03n,75,p2,34,p2,3/20/2017 21:08:00.623633
2017-03-20T13:00:00.000Z,27,1009,88,1,,03n,75,p2,34,p2,3/20/2017 21:09:04.236000
2017-03-20T13:00:00.000Z,27,1009,88,1,,03n,75,p2,34,p2,3/20/2017 21:18:01.194085
2017-03-20T13:00:00.000Z,27,1009,88,1,,03n,75,p2,34,p2,3/20/2017 21:13:00.928870
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:24:25.746888
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:29:26.057431
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:34:26.374152
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:39:26.909403
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:44:27.214657
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 20:19:29.470170
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:54:27.850450
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:59:28.173761
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 20:04:28.471895
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 20:09:28.789534
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 20:14:29.139659
2017-03-20T12:00:00.000Z,27,1008,78,6,293,03n,57,p2,21,p2,3/20/2017 19:49:27.534926
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,11,p2,3/20/2017 18:24:21.805465
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,11,p2,3/20/2017 18:29:22.116859
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,11,p2,3/20/2017 18:34:22.434764
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,11,p2,3/20/2017 18:39:22.974668
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 18:44:23.284497
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 19:19:25.443069
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 18:54:23.909992
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 18:59:24.213645
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 19:04:24.517694
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 19:09:24.828310
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 19:14:25.131635
2017-03-20T11:00:00.000Z,28,1008,74,2,270,02d,33,p2,31,p1,3/20/2017 18:49:23.602473
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 18:04:20.492472
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 18:09:20.835748
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 18:14:21.173807
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 18:19:21.492412
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:59:20.185854
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:54:19.856852
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:44:19.235604
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:24:17.761004
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:29:18.089182
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:34:18.390442
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:49:19.547466
2017-03-20T10:00:00.000Z,27,1007,83,1,280,02d,31,p2,11,p2,3/20/2017 17:39:18.915813
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:49:15.641169
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:54:15.938049
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 17:19:17.454063
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:24:14.092160
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:29:14.329319
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:34:14.573257
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:39:15.090702
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:44:15.333361
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 16:59:16.245354
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 17:04:16.542494
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 17:09:16.835701
2017-03-20T09:00:00.000Z,26,1008,88,3,250,10d,23,p2,8,p2,3/20/2017 17:14:17.148534
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 15:44:11.841747
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 15:49:12.099277
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 15:54:12.347271
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 15:59:12.645810
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 16:04:12.880207
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 16:14:13.421008
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,19,p2,6,p2,3/20/2017 15:38:44.309388
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 16:19:13.733509
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,19,p2,6,p2,3/20/2017 15:23:43.148825
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,19,p2,6,p2,3/20/2017 15:28:43.394854
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,23,p1,25,p1,3/20/2017 16:09:13.180661
2017-03-20T08:00:00.000Z,25,1009,94,4,230,10d,19,p2,6,p2,3/20/2017 15:33:43.712258
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:23:39.413244
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:28:39.667072
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:53:41.415718
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:58:41.662216
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:33:39.980813
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 15:08:42.221018
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 15:13:42.544165
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 15:18:42.832832
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:43:40.780311
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:48:41.053557
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 15:03:41.974519
2017-03-20T07:00:00.000Z,24,1010,94,6,250,10d,10,p2,4,p2,3/20/2017 14:38:40.455271
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 14:13:38.778005
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 14:18:39.073044
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 14:03:38.192372
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 14:08:38.436310
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:23:35.667953
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:58:37.856266
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:33:36.221772
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:38:36.715812
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:43:37.040415
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:48:37.284051
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:53:37.590560
2017-03-20T06:00:00.000Z,27,1010,78,4,240,10d,48,p2,16,p2,3/20/2017 13:28:35.909507
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:23:31.990135
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:28:32.232284
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:33:32.539597
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:38:33.006303
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:43:33.331000
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 13:18:35.344963
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:53:33.921693
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:58:34.163773
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 13:03:34.477248
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 13:08:34.717485
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 13:13:35.029106
2017-03-20T05:00:00.000Z,27,1011,83,5,230,03d,31,p2,11,p2,3/20/2017 12:48:33.565167
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:48:30.052727
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:22:59.807217
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:28:06.775854
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:53:30.378068
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:58:30.620889
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:43:29.544365
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 12:08:31.196271
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 12:13:31.435525
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 12:18:31.680964
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:33:07.092539
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 11:38:07.730742
2017-03-20T04:00:00.000Z,28,1011,62,4,250,10d,606,p1,663,p1,3/20/2017 12:03:30.869759
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 11:06:57.547642
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 11:12:06.367992
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 11:17:11.240832
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:23:34.963501
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:28:35.275163
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:56:16.133043
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:38:38.967468
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 11:01:33.650663
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:43:39.292679
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:51:08.271353
2017-03-20T03:00:00.000Z,29,1011,70,5,240,02d,25,p2,9,p2,3/20/2017 10:33:35.749936
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:58:30.774496
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 10:03:31.017704
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 10:18:31.946422
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:43:29.953798
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 10:13:31.610259
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:53:30.440134
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:33:29.331002
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:38:29.590718
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 10:08:31.342716
2017-03-20T02:00:00.000Z,29,1011,70,5,240,02d,55,p2,20,p2,3/20/2017 09:48:30.200690
2017-03-20T01:00:00.000Z,27,1011,78,3,240,02d,52,p2,18,p2,3/20/2017 08:25:36.406201
2017-03-20T01:00:00.000Z,27,1011,78,3,240,02d,52,p2,18,p2,3/20/2017 08:20:33.285824
2017-03-20T01:00:00.000Z,27,1011,78,3,240,02d,52,p2,18,p2,3/20/2017 08:40:49.173263
